Parameter,Reaction,ReactionRate,Rule,RuleType,OtherParameters,OtherSpeciesWithNotes
k_CD4_death,V_P.Treg -> null,k_CD4_death*V_P.Treg,,,"[]","[{""name"":""V_P.Treg"",""compartment"":""V_P"",""notes"":""Number of Treg cells in the peripheral compartment""},{""name"":""V_P"",""compartment"":""V_P"",""notes"":""Peripheral compartment (P) (estimated)""}]"
k_CD4_death,V_T.Th -> V_T.Th_exh,k_CD4_death*V_T.Th,,,"[]","[{""name"":""V_T.Th"",""compartment"":""V_T"",""notes"":""Number of Th cells in the tumor compartment""},{""name"":""V_T.Th_exh"",""compartment"":""V_T"",""notes"":""Exhausted CD4 effector T cells""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_CD4_death,V_T.Treg -> null,k_CD4_death*V_T.Treg,,,"[]","[{""name"":""V_T.Treg"",""compartment"":""V_T"",""notes"":""Number of Treg cells in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_CD4_pro,V_LN.aTh -> null,(k_CD4_pro/N_aTh)*V_LN.aTh,,,"['N_aTh']","[{""name"":""V_LN.aTh"",""compartment"":""V_LN"",""notes"":""Number of activated Th cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD4_pro,V_LN.aTreg -> null,k_CD4_pro/N_aT0*V_LN.aTreg,,,"['N_aT0']","[{""name"":""V_LN.aTreg"",""compartment"":""V_LN"",""notes"":""Number of activated Treg cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD4_pro,null -> V_LN.Th,(k_CD4_pro/N_aTh)*2^N_aTh*V_LN.aTh,,,"['N_aTh']","[{""name"":""V_LN.Th"",""compartment"":""V_LN"",""notes"":""Number of Th cells in the lymph node compartment""},{""name"":""V_LN.aTh"",""compartment"":""V_LN"",""notes"":""Number of activated Th cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD4_pro,null -> V_LN.Treg,k_CD4_pro/N_aT0*2^(N_aT0)*V_LN.aTreg,,,"['N_aT0']","[{""name"":""V_LN.Treg"",""compartment"":""V_LN"",""notes"":""Number of Treg cells in the lymph node compartment""},{""name"":""V_LN.aTreg"",""compartment"":""V_LN"",""notes"":""Number of activated Treg cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD8,V_T.CD8 -> V_T.CD8_exh,k_CD8*V_T.CD8*C_total/(C_total+V_T.CD8+cell)*H_PD1_C1,,,"['cell','C_total','H_PD1_C1']","[{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.CD8_exh"",""compartment"":""V_T"",""notes"":""Exhausted CD8 effector T cells""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_CD8_act,V_LN.nCD8 -> null,k_CD8_act*H_mAPC*H_P1*V_LN.nCD8,,,"['H_mAPC','H_P1']","[{""name"":""V_LN.nCD8"",""compartment"":""V_LN"",""notes"":""Number of naive CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD8_act,null -> V_LN.aCD8,k_CD8_act*H_mAPC*H_P1*V_LN.nCD8*n_CD8_clones,,,"['H_mAPC','n_CD8_clones','H_P1']","[{""name"":""V_LN.aCD8"",""compartment"":""V_LN"",""notes"":""Number of activated CD8 cells in the lymph node""},{""name"":""V_LN.nCD8"",""compartment"":""V_LN"",""notes"":""Number of naive CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD8_death,V_C.CD8 -> null,k_CD8_death*V_C.CD8,,,"[]","[{""name"":""V_C.CD8"",""compartment"":""V_C"",""notes"":""Number of CD8 cells in the central compartment""},{""name"":""V_C"",""compartment"":""V_C"",""notes"":""Central compartment (C) (estimated)""}]"
k_CD8_death,V_LN.CD8 -> null,k_CD8_death*V_LN.CD8,,,"[]","[{""name"":""V_LN.CD8"",""compartment"":""V_LN"",""notes"":""Number of CD8 cells in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD8_death,V_P.CD8 -> null,k_CD8_death*V_P.CD8,,,"[]","[{""name"":""V_P.CD8"",""compartment"":""V_P"",""notes"":""Number of CD8 cells in the peripheral compartment""},{""name"":""V_P"",""compartment"":""V_P"",""notes"":""Peripheral compartment (P) (estimated)""}]"
k_CD8_death,V_T.CD8 -> V_T.CD8_exh,k_CD8_death*V_T.CD8,,,"[]","[{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.CD8_exh"",""compartment"":""V_T"",""notes"":""Exhausted CD8 effector T cells""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_CD8_pro,V_LN.aCD8 -> null,k_CD8_pro/N_aT*V_LN.aCD8,,,"['N_aT']","[{""name"":""V_LN.aCD8"",""compartment"":""V_LN"",""notes"":""Number of activated CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_CD8_pro,null -> V_LN.CD8,k_CD8_pro/N_aT*2^(N_aT)*V_LN.aCD8,,,"['N_aT']","[{""name"":""V_LN.CD8"",""compartment"":""V_LN"",""notes"":""Number of CD8 cells in the lymph node compartment""},{""name"":""V_LN.aCD8"",""compartment"":""V_LN"",""notes"":""Number of activated CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_C_CD8,,,R_Tcell = 0*cell/day+(k_C1_death+k_C1_therapy)*V_T.C1+k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)+k_M1_phago*V_T.C1*V_T.Mac_M1/(V_T.Mac_M1+K_Mac_C*C_total+cell)*(1-H_Mac_C)*(1-H_IL10_phago),repeatedAssignment,"['cell','day','C_total','R_Tcell','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','H_ECM_T_mot','K_T_C','K_T_Treg','H_TGFb_Teff','k_M1_phago','H_Mac_C','K_Mac_C','H_IL10_phago']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_C_CD8,V_T.C1 -> V_T.C_x,k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot),,,"['cell','C_total','Tregs_','H_PD1_C1','H_ECM_T_mot','K_T_C','K_T_Treg','H_TGFb_Teff']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.C_x"",""compartment"":""V_T"",""notes"":""Dead cancer cells in the tumour compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_C_CD8,null -> V_T.P0,n_Treg_clones*(P0_C1*(k_C1_death+k_C1_therapy)*C1+P0_C1*k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_MDSC)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)),,,"['cell','C_total','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','n_Treg_clones','H_ECM_T_mot','K_T_C','K_T_Treg','P0_C1','H_TGFb_Teff','H_MDSC']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.P0"",""compartment"":""V_T"",""notes"":""Concentration of  free antigen (P0) in the LN compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_C_CD8,null -> V_T.P1,n_CD8_clones*(P1_C1*(k_C1_death+k_C1_therapy)*C1+P1_C1*k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_MDSC)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)),,,"['cell','C_total','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','n_CD8_clones','H_ECM_T_mot','K_T_C','K_T_Treg','P1_C1','H_TGFb_Teff','H_MDSC']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.P1"",""compartment"":""V_T"",""notes"":""Concentration of  free antigen (P1) in the LN compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_ECM_CAF_sec,null -> V_T.ECM,k_ECM_CAF_sec*((ECM_max-ECM_level)/ECM_max)*V_T.CAF*(V_T.TGFb/(V_T.TGFb+TGFb_50)),,,"['TGFb_50','ECM_max','ECM_level']","[{""name"":""V_T.CAF"",""compartment"":""V_T"",""notes"":""Number of CAFs in the tumor compartment""},{""name"":""V_T.ECM"",""compartment"":""V_T"",""notes"":""Concentration of average ECM in tumor""},{""name"":""V_T.TGFb"",""compartment"":""V_T"",""notes"":""TGFb in the tumor comparment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_ECM_deg,null -> V_T.ECM,k_ECM_deg*(ECM_base-ECM_level),,,"['ECM_base','ECM_level']","[{""name"":""V_T.ECM"",""compartment"":""V_T"",""notes"":""Concentration of average ECM in tumor""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_ECM_fib_sec,null -> V_T.ECM,k_ECM_fib_sec*((ECM_max-ECM_level)/ECM_max)*V_T.Fib*(V_T.TGFb/(V_T.TGFb+TGFb_50)),,,"['TGFb_50','ECM_max','ECM_level']","[{""name"":""V_T.ECM"",""compartment"":""V_T"",""notes"":""Concentration of average ECM in tumor""},{""name"":""V_T.Fib"",""compartment"":""V_T"",""notes"":""Number of normal fibroblast in the tumor compartment""},{""name"":""V_T.TGFb"",""compartment"":""V_T"",""notes"":""TGFb in the tumor comparment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_GMCSF_deg,V_T.GMCSF -> null,k_GMCSF_deg * GMCSF,,,"[]","[{""name"":""V_T.GMCSF"",""compartment"":""V_T"",""notes"":""GM-CSF concentration produced by GVAX cells""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_GMCSF_mature,V_T.APC -> V_T.mAPC,k_GMCSF_mature * H_GMCSF * V_T.APC * H_IL12 * (1-H_IL10),,,"['H_IL10','H_IL12','H_GMCSF']","[{""name"":""V_T.APC"",""compartment"":""V_T"",""notes"":""Number of naive antigen presenting cells in the tumour""},{""name"":""V_T.mAPC"",""compartment"":""V_T"",""notes"":""Number of mature antigen presenting cells in the tumour""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_GMCSF_prod,null -> V_T.GMCSF,k_GMCSF_prod * GVAX_cells,,,"[]","[{""name"":""V_T.GMCSF"",""compartment"":""V_T"",""notes"":""GM-CSF concentration produced by GVAX cells""},{""name"":""V_T.GVAX_cells"",""compartment"":""V_T"",""notes"":""""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_GMCSF_recruit,null -> V_T.APC,k_GMCSF_recruit * H_GMCSF * V_T,,,"['H_GMCSF']","[{""name"":""V_T.APC"",""compartment"":""V_T"",""notes"":""Number of naive antigen presenting cells in the tumour""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_GVAX_antigen,null -> V_T.P1,k_GVAX_antigen * GVAX_cells,,,"[]","[{""name"":""V_T.GVAX_cells"",""compartment"":""V_T"",""notes"":""""},{""name"":""V_T.P1"",""compartment"":""V_T"",""notes"":""Concentration of  free antigen (P1) in the LN compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_GVAX_antigen,null -> V_T.P1_GVAX,k_GVAX_antigen * GVAX_cells,,,"[]","[{""name"":""V_T.GVAX_cells"",""compartment"":""V_T"",""notes"":""""},{""name"":""V_T.P1_GVAX"",""compartment"":""V_T"",""notes"":""P1 antigen contributed exclusively by GVAX cells""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_GVAX_clearance,V_T.GVAX_cells -> null,k_GVAX_clearance * GVAX_cells,,,"[]","[{""name"":""V_T.GVAX_cells"",""compartment"":""V_T"",""notes"":""""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IFNg_Thsec,null -> V_T.IFNg,k_IFNg_Thsec*V_T.Th,,,"[]","[{""name"":""V_T.IFNg"",""compartment"":""V_T"",""notes"":""IFNg in the tumor comparment""},{""name"":""V_T.Th"",""compartment"":""V_T"",""notes"":""Number of Th cells in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IFNg_Tsec,null -> V_T.IFNg,k_IFNg_Tsec*V_T.CD8,,,"[]","[{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.IFNg"",""compartment"":""V_T"",""notes"":""IFNg in the tumor comparment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IFNg_deg,V_T.IFNg -> null,k_IFNg_deg*V_T.IFNg,,,"[]","[{""name"":""V_T.IFNg"",""compartment"":""V_T"",""notes"":""IFNg in the tumor comparment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IL10_deg,V_T.IL10 -> null,k_IL10_deg*V_T.IL10,,,"[]","[{""name"":""V_T.IL10"",""compartment"":""V_T"",""notes"":""Concentration of IL-10 in tumor""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IL10_sec,null -> V_T.IL10,k_IL10_sec*V_T.Mac_M2,,,"[]","[{""name"":""V_T.IL10"",""compartment"":""V_T"",""notes"":""Concentration of IL-10 in tumor""},{""name"":""V_T.Mac_M2"",""compartment"":""V_T"",""notes"":""Number of M2 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IL12_Msec,null -> V_T.IL12,k_IL12_Msec*V_T.Mac_M1,,,"[]","[{""name"":""V_T.IL12"",""compartment"":""V_T"",""notes"":""Concentration of IL-12 in tumor""},{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IL12_deg,V_T.IL12 -> null,k_IL12_deg*V_T.IL12,,,"[]","[{""name"":""V_T.IL12"",""compartment"":""V_T"",""notes"":""Concentration of IL-12 in tumor""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IL12_sec,null -> V_T.IL12,k_IL12_sec*V_T.mAPC,,,"[]","[{""name"":""V_T.IL12"",""compartment"":""V_T"",""notes"":""Concentration of IL-12 in tumor""},{""name"":""V_T.mAPC"",""compartment"":""V_T"",""notes"":""Number of mature antigen presenting cells in the tumour""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_IL2_cons,V_LN.IL2 -> null,w_IL2_CD8*k_IL2_cons*V_LN.CD8*V_LN.IL2/(IL2_50+V_LN.IL2),,,"['IL2_50','w_IL2_CD8']","[{""name"":""V_LN.CD8"",""compartment"":""V_LN"",""notes"":""Number of CD8 cells in the lymph node compartment""},{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_IL2_cons,V_LN.IL2 -> null,w_IL2_Treg*k_IL2_cons*V_LN.Treg*V_LN.IL2/(IL2_50_Treg+V_LN.IL2),,,"['IL2_50_Treg','w_IL2_Treg']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN.Treg"",""compartment"":""V_LN"",""notes"":""Number of Treg cells in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_IL2_deg,V_LN.IL2 -> null,k_IL2_deg*V_LN.IL2*V_LN,,,"[]","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_IL2_sec,null -> V_LN.IL2,k_IL2_sec*V_LN.aCD8,,,"[]","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN.aCD8"",""compartment"":""V_LN"",""notes"":""Number of activated CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_IL2_sec,null -> V_LN.IL2,k_IL2_sec*V_LN.aTh,,,"[]","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN.aTh"",""compartment"":""V_LN"",""notes"":""Number of activated Th cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
k_K_d,V_T.K -> null,k_K_d*V_T.K*(C_total/cell*2.57e-6)^(2/3),,,"['cell','C_total']","[{""name"":""V_T.K"",""compartment"":""V_T"",""notes"":""""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_K_g,null -> V_T.K,k_K_g*C_total*V_T.c_vas/(V_T.c_vas + c_vas_50),,,"['C_total','c_vas_50']","[{""name"":""V_T.K"",""compartment"":""V_T"",""notes"":""""},{""name"":""V_T.c_vas"",""compartment"":""V_T"",""notes"":""""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_M1_phago,,,R_Tcell = 0*cell/day+(k_C1_death+k_C1_therapy)*V_T.C1+k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)+k_M1_phago*V_T.C1*V_T.Mac_M1/(V_T.Mac_M1+K_Mac_C*C_total+cell)*(1-H_Mac_C)*(1-H_IL10_phago),repeatedAssignment,"['cell','day','C_total','R_Tcell','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','k_C_CD8','H_ECM_T_mot','K_T_C','K_T_Treg','H_TGFb_Teff','H_Mac_C','K_Mac_C','H_IL10_phago']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_M1_phago,V_T.C1 -> V_T.C_x,k_M1_phago*V_T.C1*V_T.Mac_M1/(V_T.Mac_M1+K_Mac_C*C_total+cell)*(1-H_Mac_C)*(1-H_IL10_phago),,,"['cell','C_total','H_Mac_C','K_Mac_C','H_IL10_phago']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.C_x"",""compartment"":""V_T"",""notes"":""Dead cancer cells in the tumour compartment""},{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_M1_pol,V_T.Mac_M2 -> V_T.Mac_M1,k_M1_pol*V_T.Mac_M2*(V_T.IL12/(V_T.IL12+IL12_50) + V_T.IFNg/(V_T.IFNg+IFNg_50)),,,"['IL12_50','IFNg_50']","[{""name"":""V_T.IFNg"",""compartment"":""V_T"",""notes"":""IFNg in the tumor comparment""},{""name"":""V_T.IL12"",""compartment"":""V_T"",""notes"":""Concentration of IL-12 in tumor""},{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T.Mac_M2"",""compartment"":""V_T"",""notes"":""Number of M2 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
k_M1p0_TCR_off,,,pTCR_p0_MHC_tot = k_M1p0_TCR_off/(k_M1p0_TCR_off+phi_M1p0_TCR)*(k_M1p0_TCR_p/(k_M1p0_TCR_off+k_M1p0_TCR_p))^N_M1p0_TCR*(0.5*((H_xpres)*(A_s.M1p0)/n_Treg_clones+TCR_p0_tot+k_M1p0_TCR_off/k_M1p0_TCR_on-TCR_p0_tot*sqrt((((H_xpres)*(A_s.M1p0)/n_Treg_clones+TCR_p0_tot+k_M1p0_TCR_off/k_M1p0_TCR_on)/TCR_p0_tot)^2-4*(H_xpres)*(A_s.M1p0)/n_Treg_clones/TCR_p0_tot))),repeatedAssignment,"['n_Treg_clones','k_M1p0_TCR_on','k_M1p0_TCR_p','phi_M1p0_TCR','N_M1p0_TCR','TCR_p0_tot','pTCR_p0_MHC_tot','H_xpres']","[{""name"":""A_s.M1p0"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
